payment_id,enrollment_id,payment_date,amount_paid,payment_status
P1429,E01429,2022-11-29,917.49,Successful
P1430,E01430,03-03-2023 06:27:52,2599.0,Successful
P1431,E01431,2024-05-23 08:19:45,379.24,Successful
P1432,E01432,2023-06-20 08:40:24,1799.28,Successful
P1433,E01433,2023-04-05 22:21:03,899.0,Successful
P1434,E01434,01/06/2022 17:52:47,1124.25,Successful
P1435,E01435,2024-04-30 14:43:08,3073.07,Successful
P1436,E01436,2024-03-20 07:24:24,3899.0,Successful
P1437,E01437,2024-06-17 18:18:04,1869.15,Successful
P1438,E01438,02/12/2023 22:52:13,1139.24,Successful
P1439,E01439,2024-03-14 03:31:06,3899.0,successful
P1440,E01440,2022-06-07,3197.18,Successful
P1441,E01441,2023-02-24 22:07:57,2136.0,Successful
P1442,E01442,2025-01-03 03:05:05,679.04,successful
P1443,E01443,2022-07-21 11:50:40,3699.0,Successful
P1444,E01444,2024-06-13 01:45:30,1559.22,Successful
P1445,E01445,2025-01-21 22:44:37,3199.0,Successful
P1446,E01446,2024-12-15 18:54:27,899.0,Successful
P1447,E01447,11-02-2022 11:22:33,2309.23,Successful
P1448,E01448,2024-01-16 23:56:03,2899.0,Successful
P1449,E01449,12-07-2024 07:57:41,1891.0,Successful
P1450,E01450,08/04/2024 14:06:14,1799.0,Successful
P1451,E01451,12-19-2024 22:09:52,2499.0,Success
P1452,E01452,2024-01-16 11:08:55,2407.14,Successful
P1453,E01453,2024-10-18 21:02:24,1674.33,Successful
P1454,E01454,2024-08-03 12:17:02,3799.0,Successful
P1455,E01455,2024-09-13,2963.24,Successful
P1456,E01456,13/06/2024 19:39:20,1824.0,Successful
P1457,E01457,2023-01-06,649.35,Successful
P1458,E01458,01-23-2022 10:54:36,3699.0,Successful
P1459,E01459,2024-03-04 08:26:37,2885.22,Successful
P1460,E01460,2022-02-19,2402.11,Successful
P1461,E01461,2023-12-21,999.0,Successful
P1462,E01462,27/12/2022 16:18:23,3399.0,Successful
P1463,E01463,2022-10-11 00:19:32,1565.13,successful
P1464,E01464,04/11/2023 07:15:46,1609.3,Successful
P1465,E01465,12-25-2023 00:44:40,1999.0,Successful
P1466,E01466,09/12/2023 15:48:13,3199.0,Successful
P1467,E01467,2024-03-07 22:17:42,2677.6,Successful
P1468,E01468,2022-01-08,2630.25,Successful
P1469,E01469,2023-08-05 21:29:46,3199.0,Successful
P1470,E01470,2022-02-06,2199.0,Successful
P1471,E01471,2024-08-22 07:10:42,2099.0,Successful
P1472,E01472,19/12/2024 04:05:57,3699.0,Successful
P1473,E01473,2023-03-28 21:36:22,1208.25,successful
P1474,E01474,08/02/2023 13:10:19,799.0,Successful
P1475,E01475,2022-12-23 08:38:12,2324.07,Successful
P1476,E01476,09-02-2023 01:56:54,912.17,Success
P1477,E01477,31/10/2022 15:24:17,2469.35,successful
P1478,E01478,2023-04-29 06:29:14,3199.0,Successful
P1479,E01479,15/10/2023 19:19:35,725.34,successful
P1480,E01480,2023-07-19 15:09:06,3399.0,Successful
P1481,E01481,2024-11-05 07:42:34,1539.23,Successful
P1482,E01482,2023-12-15 15:18:09,3704.05,successful
P1483,E01483,2025-02-08 16:01:35,1199.0,Successful
P1484,E01484,2023-05-09 06:11:17,3699.0,successful
P1485,E01485,2022-04-15 07:32:50,3799.0,successful
P1486,E01486,2022-04-27,1319.12,Successful
P1487,E01487,13/11/2023 01:39:17,2489.17,successful
P1488,E01488,2023-03-16 17:27:13,2751.14,Successful
P1489,E01489,08-26-2024 04:28:29,1399.0,Successful
P1490,E01490,05-17-2023 12:06:55,2799.0,successful
P1491,E01491,2022-03-06 23:30:21,695.13,Successful
P1492,E01492,2022-01-17,2032.76,Successful
P1493,E01493,2023-11-07 21:04:29,464.07,Successful
P1494,E01494,2023-08-02 05:06:30,1759.12,Successful
P1495,E01495,2022-05-31 18:49:02,1899.0,Successful
P1496,E01496,04/01/2023 19:03:15,1475.92,Successful
P1497,E01497,2023-10-28 05:00:50,1124.25,Successful
P1498,E01498,01/04/2023 17:04:03,2551.12,Successful
P1499,E01499,12-01-2022 05:33:21,1652.05,Successful
P1500,E01500,2024-05-14 17:37:22,1216.8,Successful
P1501,E01501,03-05-2022 09:24:40,3199.0,successful
P1502,E01502,2022-08-11 03:57:55,2284.0,Successful
P1503,E01503,2024-04-15 07:21:35,3399.0,Successful
P1504,E01504,10-09-2024 15:39:55,3199.0,successful
P1505,E01505,05-04-2022 05:24:47,2199.0,Successful
P1506,E01506,2023-04-15 13:33:12,879.12,Successful
P1507,E01507,2023-11-28 17:39:48,1365.84,Successful
P1508,E01508,2023-11-24 04:12:13,1324.72,Successful
P1509,E01509,2024-03-12 07:27:45,3039.24,Successful
P1510,E01510,2023-04-23 23:55:41,467.22,Successful
P1511,E01511,2024-04-05 17:37:50,3799.0,Successful
P1512,E01512,24/06/2022 23:28:32,1539.3,Successful
P1513,E01513,2024-08-31 12:35:09,2799.0,Successful
P1514,E01514,2024-08-16 20:15:34,1799.0,successful
P1515,E01515,2023-12-23,3679.08,successful
P1516,E01516,03-13-2024 16:09:24,1037.0,Success
P1517,E01517,2025-01-07 18:53:06,895.36,Success
P1518,E01518,2023-10-11 15:26:50,3310.0,Successful
P1519,E01519,13/08/2023 08:05:00,1599.0,Successful
P1520,E01520,2022-06-14,1614.15,Successful
P1521,E01521,2022-10-31 07:24:21,2375.28,Successful
P1522,E01522,2023-05-22 09:05:32,2499.0,Successful
P1523,E01523,01-22-2024 16:37:45,2937.89,Successful
P1524,E01524,19/07/2024 11:09:45,2499.0,successful
P1525,E01525,05-19-2024 19:10:16,2999.0,Successful
P1526,E01526,27/04/2022 23:31:25,3271.0,Successful
P1527,E01527,08-07-2022 19:44:19,499.0,successful
P1528,E01528,2022-03-10 00:11:39,947.21,Successful
P1529,E01529,2023-10-24 04:55:58,433.1,Successful
P1530,E01530,21/02/2024 07:55:09,699.0,Successful
P1531,E01531,2022-12-17 02:21:09,2483.0,Successful
P1532,E01532,2025-02-08 11:36:42,2482.5,Successful
P1533,E01533,2024-04-03 01:41:11,1499.0,successful
P1534,E01534,15/09/2024 08:45:59,3457.09,Successful
P1535,E01535,2023-12-23 06:19:16,629.1,Successful
P1536,E01536,09-11-2024 18:27:34,1186.24,successful
P1537,E01537,25/01/2025 00:38:36,3604.0,Successful
P1538,E01538,2025-01-31 20:53:42,2037.45,successful
P1539,E01539,11-05-2022 19:15:47,1693.23,Successful
P1540,E01540,2024-08-23 03:24:19,1499.0,Successful
P1541,E01541,07-04-2024 04:28:49,1690.11,Successful
P1542,E01542,2023-01-01 22:25:54,2015.37,successful
P1543,E01543,2022-04-21 06:22:12,2499.0,successful
P1544,E01544,2025-02-13 13:16:01,2899.0,successful
P1545,E01545,2023-07-16 23:56:34,1274.15,Successful
P1546,E01546,09-26-2024 10:53:33,2111.12,Successful
P1547,E01547,18/09/2023 10:29:08,2999.0,Successful
P1548,E01548,18/09/2022 02:48:41,1276.8,Successful
P1549,E01549,2023-12-23 04:13:06,1199.0,successful
P1550,E01550,2025-01-05 23:53:04,1942.33,Successful
P1551,E01551,2024-10-11 09:08:48,1162.72,Successful
P1552,E01552,2022-09-22 03:20:41,3604.0,Successful
P1553,E01553,2023-07-29 12:37:55,3173.0,successful
P1554,E01554,2025-01-17 09:37:20,1115.07,Successful
P1555,E01555,2023-04-29 03:20:09,1399.0,Successful
P1556,E01556,26/12/2024 05:09:08,2499.0,successful
P1557,E01557,07/02/2024 04:43:12,1599.0,Successful
P1558,E01558,01-09-2024 10:08:33,2515.32,Successful
P1559,E01559,27/08/2022 21:22:25,3571.06,Successful
P1560,E01560,08-16-2022 08:01:37,2815.12,successful
P1561,E01561,09-20-2024 06:12:26,3666.0,Successful
P1562,E01562,2024-08-08,3999.0,Successful
P1563,E01563,2022-05-18 20:38:44,3507.0,Successful
P1564,E01564,2024-12-29,2799.0,Successful
P1565,E01565,2022-07-02 14:05:00,3899.0,successful
P1566,E01566,2022-01-10 19:07:28,623.22,Successful
P1567,E01567,2022-03-03 13:30:39,594.15,Success
P1568,E01568,2024-11-12 14:45:20,2599.0,Successful
P1569,E01569,04/01/2025 00:30:45,2420.54,Successful
P1570,E01570,2022-04-01,3699.0,Successful
P1571,E01571,2025-01-31 00:34:30,1399.0,successful
P1572,E01572,12-01-2023 00:54:51,599.0,Successful
P1573,E01573,24/01/2023 10:12:14,2799.0,Successful
P1574,E01574,2024-08-13 10:42:38,2499.0,Successful
P1575,E01575,01-20-2024 08:51:52,998.0,Success
P1576,E01576,2022-03-31 12:06:06,2099.0,Successful
P1577,E01577,07-04-2022 18:02:45,2991.12,Successful
P1578,E01578,2024-11-22 14:11:42,2698.59,Successful
P1579,E01579,11/07/2024 10:12:49,2199.0,Success
P1580,E01580,2024-10-08 13:47:22,3226.08,Successful
P1581,E01581,2024-04-18 04:38:02,499.0,successful
P1582,E01582,2022-11-21 10:38:06,824.45,Successful
P1583,E01583,2022-07-17 11:50:40,3719.07,Successful
P1584,E01584,2024-02-04 08:38:37,1899.0,Successful
P1585,E01585,2022-03-11 09:07:19,799.0,Successful
P1586,E01586,09-29-2022 03:42:15,3799.0,Successful
P1587,E01587,2024-09-01 04:07:31,3999.0,Successful
P1588,E01588,28/08/2022 21:52:05,2284.0,Successful
P1589,E01589,2025-01-15 12:34:07,487.39,Successful
P1590,E01590,2025-01-06 08:56:18,1637.22,Success
P1591,E01591,2024-06-30,2922.21,Successful
P1592,E01592,2025-02-12 14:45:07,1999.0,Successful
P1593,E01593,2022-03-27 22:51:09,2498.23,Successful
P1594,E01594,27/09/2024 13:21:09,3080.21,Successful
P1595,E01595,2022-07-18 11:33:04,2515.0,Successful
P1596,E01596,2022-08-05 12:56:14,3199.0,Successful
P1597,E01597,26/02/2024 06:42:09,599.0,Successful
P1598,E01598,02-14-2022 10:18:49,956.13,Successful
P1599,E01599,05/11/2023 12:02:11,2178.92,successful
P1600,E01600,2024-09-16 08:19:26,3199.0,Successful
P1601,E01601,02/10/2023 00:48:39,2483.0,Successful
P1602,E01602,29/03/2024 04:19:17,2463.12,Successful
P1603,E01603,2023-12-17 16:05:43,1099.0,Successful
P1604,E01604,06-17-2023 08:51:18,3207.02,successful
P1605,E01605,2024-11-08,2499.0,Successful
P1606,E01606,2024-10-09,2099.0,successful
P1607,E01607,2023-05-05 19:18:33,1599.0,successful
P1608,E01608,2023-07-16 07:02:05,1403.22,Successful
P1609,E01609,2022-01-08 13:31:47,2217.7,Successful
P1610,E01610,17/01/2024 21:00:54,1599.0,Successful
P1611,E01611,2022-10-30 04:19:18,679.32,Successful
P1612,E01612,2024-07-17 20:21:00,3173.0,Successful
P1613,E01613,2023-11-27 14:49:14,1880.46,Successful
P1614,E01614,2024-06-03 12:11:44,746.64,Successful
P1615,E01615,11-25-2023 05:56:52,535.33,Successful
P1616,E01616,2022-07-13 16:27:21,3699.0,successful
P1617,E01617,2023-10-29,1724.31,Successful
P1618,E01618,2023-10-15,2583.32,Successful
P1619,E01619,2024-10-01 10:59:59,2399.0,Successful
P1620,E01620,01-08-2025 09:56:55,601.62,Successful
P1621,E01621,2022-06-04 19:50:28,1424.25,Successful
P1622,E01622,2022-10-05 06:46:14,1899.0,successful
P1623,E01623,2022-07-08 04:52:26,3450.0,Successful
P1624,E01624,2023-05-17,503.16,Successful
P1625,E01625,2024-10-24 23:14:56,2697.29,Successful
P1626,E01626,18/10/2024 02:24:53,479.2,Successful
P1627,E01627,2023-10-03 11:22:23,1439.1,Successful
P1628,E01628,2022-10-21 11:05:56,799.2,Successful
P1629,E01629,2024-01-20 20:12:27,2199.0,Successful
P1630,E01630,06/01/2025 02:22:21,1234.35,Successful
P1631,E01631,2024-02-03 19:24:31,1999.0,Successful
P1632,E01632,2023-11-23 11:50:20,731.39,Success
P1633,E01633,24/12/2022 08:24:36,1899.0,successful
P1634,E01634,01/02/2022 10:58:27,1879.06,Successful
P1635,E01635,2023-06-10,1199.2,Successful
P1636,E01636,2024-08-20 16:54:55,1221.06,Successful
P1637,E01637,01-31-2023 22:21:17,919.08,Successful
P1638,E01638,27/03/2022 21:38:41,1899.0,Successful
P1639,E01639,10-12-2022 09:33:56,3699.0,Successful
P1640,E01640,24/01/2024 04:14:22,1599.0,Successful
P1641,E01641,25/05/2023 03:37:05,999.0,Successful
P1642,E01642,03-27-2024 01:41:02,2313.11,Successful
P1643,E01643,13/02/2024 23:54:54,2599.0,Successful
P1644,E01644,04-09-2022 00:19:36,500.2,Successful
P1645,E01645,08-04-2024 13:20:06,2499.0,Successful
P1646,E01646,2024-08-29,2899.0,Successful
P1647,E01647,2024-01-03,1691.04,Successful
P1648,E01648,18/07/2022 08:26:48,1739.13,Successful
P1649,E01649,19/12/2024 09:04:22,1899.0,Successful
P1650,E01650,28/08/2024 18:38:26,1799.0,successful
P1651,E01651,2024-06-10 19:14:11,1991.17,Success
P1652,E01652,17/04/2023 11:03:33,3883.0,Successful
P1653,E01653,2024-01-13 00:44:09,959.92,Successful
P1654,E01654,30/11/2022 23:55:08,1710.41,successful
P1655,E01655,2023-08-24 02:26:53,2400.0,Successful
P1656,E01656,2023-02-18 18:03:26,2752.28,Successful
P1657,E01657,06/04/2022 10:31:44,2390.3,Successful
P1658,E01658,2023-12-16 12:51:24,569.05,Successful
P1659,E01659,2024-12-05 18:07:18,3299.0,Successful
P1660,E01660,2024-11-17 04:14:36,1942.0,Successful
P1661,E01661,2025-01-29 09:03:18,1699.0,Successful
P1662,E01662,02-27-2024 11:57:18,1691.04,Successful
P1663,E01663,08-09-2022 15:21:00,1954.15,Successful
P1664,E01664,2024-12-18 02:15:05,3353.14,successful
P1665,E01665,03-17-2024 22:20:01,3399.0,successful
P1666,E01666,2025-01-31 16:20:04,2588.0,Successful
P1667,E01667,2024-08-29 20:24:02,3009.0,Successful
P1668,E01668,2023-02-13,3381.11,Successful
P1669,E01669,06/06/2024 07:32:57,2267.19,Successful
P1670,E01670,01-12-2025 14:41:59,2989.91,Successful
P1671,E01671,10-19-2022 10:10:41,1511.28,Successful
P1672,E01672,2024-01-20 05:34:55,2799.0,Successful
P1673,E01673,2023-07-04 08:26:13,539.1,successful
P1674,E01674,04-26-2023 17:25:20,1079.1,Successful
P1675,E01675,03-20-2022 09:29:38,2379.15,Successful
P1676,E01676,2022-11-22,1119.3,Successful
P1677,E01677,11-14-2024 13:55:51,2751.14,Successful
P1678,E01678,2022-03-29,2499.0,successful
P1679,E01679,27/04/2024 05:41:09,1952.07,Successful
P1680,E01680,2023-08-15 03:17:07,2099.0,Success
P1681,E01681,2023-05-05,3699.0,successful
P1682,E01682,2023-11-25 12:51:12,2209.35,successful
P1683,E01683,23/02/2023 20:29:52,1999.0,Successful
P1684,E01684,2024-09-26 20:24:09,799.0,Successful
P1685,E01685,30/01/2025 07:42:42,1099.0,Successful
P1686,E01686,22/08/2024 12:42:13,1785.06,Successful
P1687,E01687,05-18-2023 18:53:28,2379.15,Successful
P1688,E01688,2023-11-09 00:15:12,2049.18,Successful
P1689,E01689,11-24-2024 00:59:08,1659.9,Successful
P1690,E01690,23/04/2024 17:21:12,2499.0,Successful
P1691,E01691,08/05/2023 06:35:56,1356.6,Successful
P1692,E01692,27/01/2024 03:07:56,2878.48,Successful
P1693,E01693,16/05/2022 17:53:32,499.0,successful
P1694,E01694,06/08/2024 23:49:04,3571.06,Successful
P1695,E01695,2024-06-12 04:55:54,2377.18,Successful
P1696,E01696,2023-12-08 01:43:31,1913.13,Successful
P1697,E01697,2024-10-10 13:43:38,1077.0,Successful
P1698,E01698,18/08/2023 11:30:07,2391.08,successful
P1699,E01699,2025-01-16 08:43:07,3271.0,Successful
P1700,E01700,2023-09-21 12:41:53,1011.08,Success
P1701,E01701,2022-11-22,692.37,Successful
P1702,E01702,2022-01-23 18:45:21,3377.0,successful
P1703,E01703,2022-01-05 16:24:27,1473.33,Successful
P1704,E01704,2022-05-28 16:07:42,1999.0,Successful
P1705,E01705,06-29-2023 16:21:10,1244.17,Successful
P1706,E01706,2022-01-12 22:20:48,2807.28,Success
P1707,E01707,30/09/2022 16:55:14,1399.0,Successful
P1708,E01708,22/08/2024 17:07:39,2699.0,Successful
P1709,E01709,05/02/2023 03:34:03,1240.16,successful
P1710,E01710,20/05/2023 19:54:09,2456.0,Successful
P1711,E01711,02/01/2023 17:43:17,868.76,Successful
P1712,E01712,2023-10-22,1759.84,Successful
P1713,E01713,12-17-2024 05:16:11,2483.0,Successful
P1714,E01714,2022-05-16 16:10:52,998.0,Success
P1715,E01715,09-25-2022 12:03:09,3899.0,successful
P1716,E01716,20/08/2022 06:10:38,2099.0,Successful
P1717,E01717,2022-01-20 20:48:38,2105.19,Successful
P1718,E01718,07/07/2022 09:39:28,1650.7,Successful
P1719,E01719,2025-01-11 20:14:07,1363.38,Successful
P1720,E01720,2022-07-24 14:05:06,2799.0,Successful
P1721,E01721,27/01/2025 09:57:02,2349.06,Successful
P1722,E01722,2022-05-15,2807.0,Successful
P1723,E01723,2024-12-28 09:12:15,1182.09,Successful
P1724,E01724,27/07/2023 06:51:45,2299.0,Successful
P1725,E01725,2022-07-17 15:11:23,1699.0,Successful
P1726,E01726,07-16-2023 18:16:42,2799.0,Successful
P1727,E01727,2024-04-01 13:59:16,2575.08,Successful
P1728,E01728,2022-08-31 14:01:51,3699.0,Successful
P1729,E01729,2022-03-19 06:48:19,3918.0,successful
P1730,E01730,08/08/2023 20:59:03,1799.0,Successful
P1731,E01731,04/04/2023 08:41:26,2919.16,successful
P1732,E01732,2022-12-15,1427.16,successful
P1733,E01733,2023-07-21 17:52:34,1785.06,Successful
P1734,E01734,2024-05-26 21:15:05,2554.37,Successful
P1735,E01735,2024-10-10 12:13:21,1099.0,Successful
P1736,E01736,10/10/2023 22:08:18,1099.0,Successful
P1737,E01737,2023-12-31 02:55:22,1799.1,successful
P1738,E01738,04-25-2024 02:18:20,3918.0,Successful
P1739,E01739,2024-02-15 21:54:38,2399.0,Successful
P1740,E01740,25/09/2023 07:52:41,1174.0,Successful
P1741,E01741,2023-07-15 19:59:09,2518.67,Successful
P1742,E01742,2023-12-19 10:04:37,2199.0,Successful
P1743,E01743,05-31-2022 09:28:05,1099.0,Successful
P1744,E01744,09-05-2022 09:57:52,3324.05,Successful
P1745,E01745,2023-01-11 08:39:33,2071.26,Success
P1746,E01746,2023-09-06 07:51:18,813.0,Successful
P1747,E01747,08-08-2024 05:30:32,3999.0,Successful
P1748,E01748,2023-08-25 10:18:44,503.16,Successful
P1749,E01749,30/12/2023 09:20:52,3012.0,Success
P1750,E01750,2022-08-19 03:40:03,1299.0,Successful
P1751,E01751,02-08-2024 07:22:25,3899.0,successful
P1752,E01752,2023-10-12 17:57:25,3699.0,Success
P1753,E01753,05/10/2024 23:21:30,2199.0,Successful
P1754,E01754,2024-09-09 23:33:26,3918.0,successful
P1755,E01755,2023-08-20 09:24:37,1061.0,successful
P1756,E01756,07/10/2022 05:37:19,2999.0,Successful
P1757,E01757,2024-07-10 11:30:47,945.14,Success
P1758,E01758,2023-08-15,1899.05,Successful
P1759,E01759,2023-11-22 17:24:22,1586.31,Successful
P1760,E01760,2022-09-25 18:40:39,3199.0,Successful
P1761,E01761,18/06/2024 06:21:19,1616.23,successful
P1762,E01762,10/06/2022 00:02:58,1649.25,successful
P1763,E01763,2024-11-12 15:05:15,2087.6,successful
P1764,E01764,2023-11-15 14:00:18,1699.0,successful
P1765,E01765,2024-02-03 06:34:54,1254.0,Successful
P1766,E01766,23/03/2023 03:16:40,3499.0,successful
P1767,E01767,2022-07-06 11:12:23,2499.0,Successful
P1768,E01768,2025-01-07 07:37:02,865.28,Successful
P1769,E01769,2024-10-22 22:34:02,769.3,Successful
P1770,E01770,2024-12-08 12:19:39,711.11,Successful
P1771,E01771,2022-07-21 21:04:47,2199.0,Successful
P1772,E01772,2022-05-08,3799.0,Successful
P1773,E01773,2022-07-25 16:57:57,2399.0,Successful
P1774,E01774,2022-05-19 12:11:52,2417.07,Successful
P1775,E01775,2022-03-08 15:32:27,3799.0,Successful
P1776,E01776,2022-04-11 09:04:01,3399.15,Successful
P1777,E01777,20/08/2023 11:16:24,2135.11,Successful
P1778,E01778,2025-01-08,1689.35,Successful
P1779,E01779,13/07/2023 20:28:22,3106.84,Successful
P1780,E01780,30/05/2024 01:43:45,3033.0,Successful
P1781,E01781,2024-07-05 20:31:13,3199.0,Successful
P1782,E01782,2023-05-12 17:58:56,1091.09,Successful
P1783,E01783,25/05/2023 13:51:18,3199.0,Successful
P1784,E01784,2023-11-11 00:00:18,3572.36,Successful
P1785,E01785,2023-07-28,3009.0,Successful
P1786,E01786,12/05/2024 03:15:50,998.0,Successful
P1787,E01787,2024-07-19 05:08:30,1342.21,Successful
P1788,E01788,2024-11-21 15:04:40,2175.32,Successful
P1789,E01789,11-03-2022 01:05:32,2335.27,Successful
P1790,E01790,2023-09-22 22:13:58,2599.0,Successful
P1791,E01791,16/11/2023 03:16:43,2323.17,Successful
P1792,E01792,15/01/2025 15:34:41,1607.33,Successful
P1793,E01793,2023-09-05 04:34:28,2999.0,Successful
P1794,E01794,08/08/2023 08:53:44,399.0,Successful
P1795,E01795,2024-05-04,3399.0,Successful
P1796,E01796,07-05-2022 06:15:58,1133.19,successful
P1797,E01797,02-22-2022 10:49:25,2910.81,successful
P1798,E01798,2024-09-21 15:16:03,3507.0,Successful
P1799,E01799,2024-12-19 17:48:44,2399.0,Successful
P1800,E01800,2024-12-10 22:50:22,2099.0,Successful
P1801,E01801,2022-10-24 16:36:48,1147.74,Successful
P1802,E01802,2024-01-27 11:07:09,3699.0,Successful
P1803,E01803,2024-03-05 03:36:26,1999.0,Successful
P1804,E01804,2024-06-05 03:39:41,850.83,Successful
P1805,E01805,30/12/2024 01:44:23,1529.1,Success
P1806,E01806,05-20-2024 09:53:59,2224.11,Success
P1807,E01807,2023-08-16 13:17:19,1043.13,Successful
P1808,E01808,2024-11-27 17:35:00,1043.42,Successful
P1809,E01809,2024-10-02 00:27:44,1583.12,Successful
P1810,E01810,2023-05-29 03:02:40,2284.0,Successful
P1811,E01811,2022-08-14 02:38:42,789.21,Successful
P1812,E01812,12-21-2022 21:29:36,3899.0,successful
P1813,E01813,03-31-2022 21:32:27,969.3,Successful
P1814,E01814,15/10/2023 14:18:48,2375.28,Successful
P1815,E01815,2022-03-14 15:29:24,737.18,successful
P1816,E01816,2025-01-31,1455.09,Successful
P1817,E01817,06/08/2024 08:35:30,1739.0,Successful
P1818,E01818,2025-02-04 04:37:26,3447.84,Successful
P1819,E01819,27/08/2023 21:18:18,899.0,Successful
P1820,E01820,13/08/2023 07:13:00,2937.89,Successful
P1821,E01821,2024-05-20 21:45:25,3199.0,Successful
P1822,E01822,04-09-2023 05:55:33,1899.0,Successful
P1823,E01823,10/02/2023 06:21:10,2399.0,successful
P1824,E01824,18/02/2022 07:10:59,2499.0,Success
P1825,E01825,2022-12-15 12:28:34,499.0,Success
P1826,E01826,19/03/2023 20:45:11,2085.39,Successful
P1827,E01827,29/01/2025 05:06:27,2999.0,successful
P1828,E01828,08/10/2023 01:33:49,399.0,Successful
P1829,E01829,2022-08-22 05:26:50,1739.13,successful
P1830,E01830,2023-12-02 11:10:00,3509.1,Successful
P1831,E01831,2025-01-30 20:43:15,2399.0,Successful
P1832,E01832,08/08/2023 03:11:49,3799.0,Successful
P1833,E01833,03/02/2024 20:31:15,3899.0,Successful
P1834,E01834,2023-03-05 00:18:37,2599.0,Successful
P1835,E01835,16/05/2024 14:55:09,2588.0,Successful
P1836,E01836,27/01/2022 05:13:52,2499.0,Successful
P1837,E01837,11-21-2024 05:43:03,1034.31,Successful
P1838,E01838,2024-10-05,799.0,Successful
P1839,E01839,2024-05-10 16:42:29,3699.0,successful
P1840,E01840,2024-12-02 01:24:27,735.08,Successful
P1841,E01841,2024-08-07 01:00:32,980.07,Successful
P1842,E01842,2023-10-25 23:03:06,835.24,successful
P1843,E01843,20/01/2024 03:25:27,2899.0,Successful
P1844,E01844,15/10/2022 15:32:14,1871.28,Successful
P1845,E01845,2024-11-08 11:19:11,2399.0,Successful
P1846,E01846,2023-08-18,1799.0,Successful
P1847,E01847,03-15-2022 23:13:06,1652.13,Successful
P1848,E01848,2024-01-14 02:24:34,1217.3,Success
P1849,E01849,2024-11-15 11:33:56,3339.38,Successful
P1850,E01850,2023-01-13 08:11:31,1343.36,Successful
P1851,E01851,2024-02-06 18:57:38,899.0,Successful
P1852,E01852,09-28-2022 07:38:00,1565.13,successful
P1853,E01853,2022-12-21 18:00:53,2277.44,Successful
P1854,E01854,2022-08-04 16:53:42,3699.0,Successful
P1855,E01855,14/02/2023 03:47:34,481.9,Successful
P1856,E01856,2022-06-25 21:57:15,679.15,Successful
P1857,E01857,06/01/2024 10:21:36,2776.81,Success
P1858,E01858,2024-07-20 04:55:53,1471.08,Successful
P1859,E01859,2024-03-22 10:32:15,2867.0,Successful
P1860,E01860,2024-11-24 22:09:02,2268.59,Successful
P1861,E01861,21/06/2024 13:36:38,1679.3,successful
P1862,E01862,2023-06-19 05:10:52,2379.15,Successful
P1863,E01863,2024-03-08,2023.08,Successful
P1864,E01864,2022-03-16,2919.24,Successful
P1865,E01865,10/09/2022 06:54:12,2375.12,Successful
P1866,E01866,12-15-2022 18:40:14,2945.9,Successful
P1867,E01867,2024-04-04 10:21:18,3399.0,successful
P1868,E01868,04/12/2024 10:46:35,1503.06,Successful
P1869,E01869,2024-09-09 03:50:53,573.4,successful
P1870,E01870,2024-01-29 02:31:59,375.06,Successful
P1871,E01871,2022-07-12 02:08:13,1573.02,Successful
P1872,E01872,08/02/2024 13:01:15,2599.0,Successful
P1873,E01873,2022-01-31 23:22:36,2799.0,successful
P1874,E01874,31/08/2024 23:04:56,3546.0,Successful
P1875,E01875,08/10/2022 03:09:45,944.29,Successful
P1876,E01876,07/10/2023 16:58:40,3199.0,Successful
P1877,E01877,05-15-2023 13:53:13,2099.0,successful
P1878,E01878,03-18-2024 02:39:48,3347.0,Successful
P1879,E01879,2024-11-11 05:45:01,3899.0,Success
P1880,E01880,2023-06-29 08:40:36,971.19,Successful
P1881,E01881,05-08-2024 11:47:23,3009.0,Successful
P1882,E01882,2023-10-29 20:28:01,851.29,Successful
P1883,E01883,12-26-2022 08:31:00,3116.1,successful
P1884,E01884,06/10/2024 06:42:32,948.1,Successful
P1885,E01885,2022-02-01 21:41:36,1499.0,Success
P1886,E01886,2022-10-20,1103.31,Success
P1887,E01887,2024-08-01 20:45:58,1348.0,Successful
P1888,E01888,2023-07-16 16:14:44,3899.0,successful
P1889,E01889,2023-05-03 18:03:37,2499.0,Successful
P1890,E01890,2024-11-15 08:52:21,3229.15,Successful
P1891,E01891,2023-09-12,2999.0,Success
P1892,E01892,13/07/2022 02:28:09,1077.0,Successful
P1893,E01893,2022-02-11 09:55:23,3377.0,Success
P1894,E01894,2023-05-17 08:23:12,1061.0,Successful
P1895,E01895,2024-05-29 22:54:48,1259.1,Successful
P1896,E01896,11/12/2024 02:45:22,2899.0,Successful
P1897,E01897,2023-05-21 13:23:09,2549.15,successful
P1898,E01898,2023-04-10 04:55:01,2799.0,Successful
P1899,E01899,2024-07-22 11:00:51,2199.0,Successful
P1900,E01900,26/08/2023 03:44:06,3450.0,Successful
P1901,E01901,2023-08-15 05:22:19,2253.18,Successful
P1902,E01902,13/01/2023 06:28:38,1979.34,Successful
P1903,E01903,25/08/2022 23:52:26,2225.68,Successful
P1904,E01904,2024-07-29 19:06:42,3918.0,successful
P1905,E01905,2024-10-25 04:20:44,1741.33,Successful
P1906,E01906,2023-10-16 14:55:15,2807.28,Successful
P1907,E01907,2022-11-04 17:39:17,443.26,Successful
P1908,E01908,2025-01-20 21:10:15,610.0,Successful
