enrollment_id,student_id,course_id,enrollment_timestamp,discount_percentage,price,final_price
E00926,S0861,C0012,30/08/2023 08:12:54,20,3199,2559.2
E00927,S0131,C0039,2022-02-09 06:27:57,0,899,899.0
E00928,S1112,C0051,2022-10-30 05:18:17,26,3899,2885.26
E00929,S1032,c0160,2022-01-18 19:40,0,1799,1799.0
E00930,S0430,C0114,2025-02-07 22:23:42,17,1942,1611.86
E00931,S0061,C0027,2024-09-09 08:08:17,0,3507,3507.0
E00932,S1047,C0080,08/01/2024 08:34:53,40,1699,1019.4
E00933,S0362,C0011,2024-11-20 14:21:37,45,2499,1374.45
E00934,S0091,C0132,2022-02-04 18:17:48,14,2099,1805.14
E00935,S1070,C0066,2022-10-10 08:30:20,0,3918,3918.0
E00936,S0822,C0081,2024-11-16 17:14:37,9,2799,2547.09
E00937,S0146,C0063,2023-01-25 17:46:15,0,2499,2499.0
E00938,S0516,C0024,2024-08-19 16:35:17,0,3699,3699.0
E00939,S1061,C0012,2024-04-17 14:49:21,0,3199,3199.0
E00940,S0927,C0036,2022-12-03 05:10:30,7,1611,1498.23
E00941,S0273,C0114,2024-02-02 15:51:54,0,1942,1942.0
E00942,S1368,C0043,02-09-2024 03:12:14,0,1077,1077.0
E00943,S1039,C0101,2022-10-26 03:10:15,22,3799,2963.22
E00944,S1287,C0065,07-24-2024 13:43:51,0,3012,3012.0
E00945,S1240,C0084,2024-12-02 19:08:02,12,998,878.24
E00946,S0907,C0142,18/08/2024 00:47:19,0,1399,1399.0
E00947,S0537,C0109,21/02/2022 02:12:07,8,1499,1379.08
E00948,S1379,C0159,2024-12-30 18:55:02,0,2399,2399.0
E00949,S0615,C0031,2023-04-03 17:38:08,0,2199,2199.0
E00950,S0220,C0040,06-21-2023 13:03:56,23,1999,1539.23
E00951,S1082,C0026,2023-10-12 08:59:11,0,3199,3199.0
E00952,S1285,C0123,2024-04-19 04:35:52,0,1799,1799.0
E00953,S1105,C0062,2022-05-29 19:03:49,0,3999,3999.0
E00954,S0500,C0135,2022-12-09 11:08,12,2867,2522.96
E00955,S1326,C0010,2023-09-04 10:53:01,0,1093,1093.0
E00956,S0402,C15,2022-03-11 18:26:36,0,1199,1199.0
E00957,S0180,C0145,2024-10-17 04:44:26,29,899,638.29
E00958,S0003,C0063,2024-11-14 09:51:17,0,2499,2499.0
E00959,S0017,C0046,2022-07-25 20:32,10,799,719.1
E00960,S0865,C0020,2022-08-27 22:27:04,0,2400,2400.0
E00961,S0457,C0109,09-02-2022 19:33:36,0,1499,1499.0
E00962,S0537,c0113,2022-02-16 05:12:28,0,3899,3899.0
E00963,S0626,C0002,2022-09-20 03:02,0,1299,1299.0
E00964,S0866,C0009,2024-12-16 20:27:15,0,2499,2499.0
E00965,S0125,C0010,14/08/2023 11:23:45,0,1093,1093.0
E00966,S0192,C0139,10-11-2024 02:05:20,12,1499,1319.12
E00967,S0810,C0143,2023-09-07 02:08:20,0,3450,3450.0
E00968,S0476,C0040,2022-09-30 01:16:44,13,1999,1739.13
E00969,S1129,C0152,08-20-2023 20:38:45,0,2899,2899.0
E00970,S0563,C44,2022-02-14 09:34:50,24,1499,1139.24
E00971,S0807,C0106,2022-10-16 14:17:36,21,3399,2685.21
E00972,S0359,C0118,2022-10-22 05:55:14,26,1099,813.26
E00973,S0652,C0076,13/04/2024 00:06:32,21,1999,1579.21
E00974,S0749,C0071,11/04/2024 23:10:02,0,1799,1799.0
E00975,S0202,C0017,2023-07-07 07:08,12,999,879.12
E00976,S0402,C0101,2024-07-29 22:55:34,0,3799,3799.0
E00977,S0003,C0026,2023-11-06 22:56:35,0,3199,3199.0
E00978,S0348,c0050,2024-03-26 06:39:12,0,1399,1399.0
E00979,S0061,C0106,2023-02-27 23:36:56,0,3399,3399.0
E00980,S0588,C0123,2022-09-03 03:01,0,1799,1799.0
E00981,S0999,C0110,2022-02-06 13:38:27,0,1499,1499.0
E00982,S0049,C0069,15/10/2022 05:39:43,35,3033,1971.45
E00983,S0144,C0026,04/05/2022 12:40:54,0,3199,3199.0
E00984,S0651,C0144,31/07/2022 04:26:52,23,3699,2848.23
E00985,S0089,C0037,11-22-2023 13:10:41,30,2999,2099.3
E00986,S0211,C0054,2024-07-03 10:05:54,12,3199,2815.12
E00987,S0539,C0060,2022-07-08 18:58:46,8,2599,2391.08
E00988,S0928,C0070,06-24-2022 02:35:32,30,1599,1119.3
E00989,S1344,C0119,15/11/2024 08:19:05,15,1599,1359.15
E00990,S0531,c0050,2024-01-12 22:33:28,38,1399,867.38
E00991,S0580,C0027,2023-01-16 19:46:13,0,3507,3507.0
E00992,S0621,C0040,25/09/2023 20:57:35,11,1999,1779.11
E00993,S1182,C0029,2023-03-20 16:29,6,1899,1785.06
E00994,S0595,C0040,2023-07-25 14:32:14,0,1999,1999.0
E00995,S0311,C0074,2022-09-03 22:36:21,0,610,610.0
E00996,S0874,C0155,2024-05-04 18:21:08,0,2588,2588.0
E00997,S1145,c0088,2025-01-30 22:17:16,0,3675,3675.0
E00998,S1362,C0020,2023-03-31 22:44:05,0,2400,2400.0
E00999,S0485,C0150,08-16-2022 01:11:13,0,3799,3799.0
E01000,S0778,C0090,26/09/2023 02:22:46,19,1799,1457.19
E01001,S0549,C0077,2024-04-08 03:34:57,0,1799,1799.0
E01002,S0354,C0154,2024-08-24 13:22:14,10,2168,1951.2
E01003,S0039,C0047,10-19-2024 13:44:26,30,3299,2309.3
E01004,S0590,C0021,2025-02-12 12:25:02,0,2807,2807.0
E01005,S0823,C0158,12-13-2022 03:09:07,17,1899,1576.17
E01006,S0175,C0086,2022-10-26 20:58:44,22,3199,2495.22
E01007,S0192,C0093,12/08/2023 10:16:27,15,999,849.15
E01008,S0131,C0106,2024-01-14 13:24:59,27,3399,2481.27
E01009,S1252,c0157,01-17-2022 07:00:01,0,3899,3899.0
E01010,S1238,C0123,03-10-2022 08:29:26,5,1799,1709.05
E01011,S0698,C0123,2024-04-28 13:21:23,0,1799,1799.0
E01012,S0935,C0051,01/01/2024 03:27:31,25,3899,2924.25
E01013,S0480,C0077,2023-10-31 05:45:56,31,1799,1241.31
E01014,S0587,C0047,2023-04-29 02:28:08,16,3299,2771.16
E01015,S0907,C0138,2023-01-13 01:23,28,499,359.28
E01016,S0320,C0024,2023-07-15 04:46:21,0,3699,3699.0
E01017,S0137,C0023,2024-07-11 22:48:53,0,2284,2284.0
E01018,S0641,C15,2024-09-07 08:23:06,0,1199,1199.0
E01019,S0728,C0024,2024-06-26 03:23:13,30,3699,2589.3
E01020,S0338,C0096,10-17-2023 23:57:15,25,799,599.25
E01021,S0816,C0083,24/07/2024 21:26:23,12,1596,1404.48
E01022,S0004,C0154,2023-06-01 07:16:44,21,2168,1712.72
E01023,S0300,C0074,09/01/2025 11:36:17,39,610,372.1
E01024,S1289,C0110,16/02/2023 12:09:10,0,1499,1499.0
E01025,S0381,C0118,02-07-2024 11:46:22,0,1099,1099.0
E01026,S1326,C0020,14/03/2022 13:56:28,0,2400,2400.0
E01027,S1044,C0125,23/06/2022 15:42:34,15,2456,2087.6
E01028,S0706,C0138,2022-12-19 01:50:02,0,499,499.0
E01029,S0356,C0061,20/05/2024 21:09:14,0,2599,2599.0
E01030,S0760,C0110,08/01/2023 10:45:22,30,1499,1049.3
E01031,S0872,C0074,2024-08-26 15:32:10,0,610,610.0
E01032,S0897,C0082,2025-01-04 01:12:43,23,1999,1539.23
E01033,S1085,C0053,2022-01-08 17:59:26,32,2799,1903.32
E01034,S1060,C0017,2023-10-21 09:55,32,999,679.32
E01035,S0083,C0005,29/06/2023 21:55:58,20,1037,829.6
E01036,S0635,C0065,18/04/2023 11:12:12,0,3012,3012.0
E01037,S0112,C0007,09-24-2023 01:57:33,0,1891,1891.0
E01038,S0420,C0137,2024-10-26 03:09:32,23,2399,1847.23
E01039,S0601,C0098,2022-01-11 08:27:14,34,3719,2454.54
E01040,S0267,C0056,2024-01-26 17:18:30,0,3604,3604.0
E01041,S0770,C0152,2024-09-08 12:22:59,12,2899,2551.12
E01042,S1391,c0113,14/11/2024 12:03:59,11,3899,3470.11
E01043,S0425,C0027,2024-12-28 12:51:48,0,3507,3507.0
E01044,S0560,C0019,2024-11-10 02:20,0,1499,1499.0
E01045,S0017,C0081,2023-05-19 14:11:07,13,2799,2435.13
E01046,S0100,C0071,2022-12-31 21:21:39,0,1799,1799.0
E01047,S1142,C0132,09-29-2024 07:24:18,7,2099,1952.07
E01048,S0621,C0011,2023-10-25 10:09:21,31,2499,1724.31
E01049,S0621,C0143,2024-02-28 04:02:51,22,3450,2691.0
E01050,S0387,C0096,2024-08-20 11:24:37,12,799,703.12
E01051,S0454,C0158,2023-04-25 12:26,23,1899,1462.23
E01052,S0723,C0105,02-05-2023 06:26:04,0,599,599.0
E01053,S0866,C0010,2023-12-16 09:44:16,0,1093,1093.0
E01054,S0625,C0124,2024-07-31 11:32:58,15,2799,2379.15
E01055,S1309,C0143,07-30-2024 08:24:40,14,3450,2967.0
E01056,S0438,C0029,2023-11-10 15:54:55,12,1899,1671.12
E01057,S0646,C0054,2023-07-28 11:33,24,3199,2431.24
E01058,S0011,C0128,2024-04-12 18:57:59,14,3399,2923.14
E01059,S1092,C0006,2024-03-29 09:36:43,14,3499,3009.14
E01060,S0918,C0041,2022-06-30 10:57:17,20,1174,939.2
E01061,S0872,C0119,2023-02-09 20:01,5,1599,1519.05
E01062,S0155,C0092,2023-09-07 16:37:01,6,3399,3195.06
E01063,S0185,C0035,01/07/2023 06:19:37,0,3899,3899.0
E01064,S0570,C140,08-23-2022 07:36:49,12,2399,2111.12
E01065,S0345,C0146,2023-05-06 14:28:23,0,3316,3316.0
E01066,S0524,C0126,2024-09-25 13:35:26,0,3546,3546.0
E01067,S0224,C0119,01-06-2023 21:13:53,31,1599,1103.31
E01068,S0190,C0051,30/08/2023 18:27:10,11,3899,3470.11
E01069,S0073,C0149,2024-09-17 15:16:22,6,3399,3195.06
E01070,S0561,C0159,2022-05-22 19:33:21,10,2399,2159.1
E01071,S0021,C0071,29/08/2024 14:14:14,5,1799,1709.05
E01072,S0739,C0031,2024-04-27 18:00:03,12,2199,1935.12
E01073,S0696,C0142,2022-03-31 05:19:49,13,1399,1217.13
E01074,S1079,C0106,06-16-2022 13:38:56,26,3399,2515.26
E01075,S0609,C0100,10/08/2024 03:33:25,0,813,813.0
E01076,S0533,C0095,2024-03-04 18:37:03,13,2397,2085.39
E01077,S1205,C0090,10/05/2023 09:45:26,15,1799,1529.15
E01078,S0802,C0011,2024-02-08 10:27:44,0,2499,2499.0
E01079,S0259,C0023,2023-03-10 13:37:55,0,2284,2284.0
E01080,S1104,C0148,2023-03-24 02:50:15,15,678,576.3
E01081,S1377,C0078,2024-09-04 23:25:12,11,1099,978.11
E01082,S1386,C0006,06/04/2024 07:32:14,0,3499,3499.0
E01083,S1304,C0069,10/01/2022 22:52:13,22,3033,2365.74
E01084,S1358,C0124,2024-01-31 00:55:57,0,2799,2799.0
E01085,S0248,C0046,2022-10-26 10:03:59,35,799,519.35
E01086,S0543,c0156,17/05/2022 01:56:55,0,2199,2199.0
E01087,S0090,c0079,2024-05-31 18:55:49,0,599,599.0
E01088,S0889,C0036,2024-12-16 21:17,0,1611,1611.0
E01089,S1023,C0003,27/02/2023 09:07:27,0,2199,2199.0
E01090,S1188,C0053,11-18-2023 01:48:09,7,2799,2603.07
E01091,S0844,C0034,2024-11-24 23:52:26,42,3199,1855.42
E01092,S0348,C0149,07/07/2024 04:56:55,5,3399,3229.05
E01093,S1345,C0025,2024-06-12 11:13:23,23,2483,1911.91
E01094,S0829,C0043,2023-07-28 21:09:31,13,1077,936.99
E01095,S0950,C0158,01-12-2025 20:12:21,36,1899,1215.36
E01096,S0646,C0100,20/12/2023 09:58:39,6,813,764.22
E01097,S1317,C0152,26/01/2022 23:54:49,0,2899,2899.0
E01098,S1311,C0086,2024-12-03 05:25,0,3199,3199.0
E01099,S1015,C0054,2023-01-14 22:34:46,39,3199,1951.39
E01100,S0173,C0150,2024-07-07 13:55:39,10,3799,3419.1
E01101,S0566,C0019,2024-01-29 09:56:00,0,1499,1499.0
E01102,S0045,C0049,2022-08-21 03:25:01,0,1254,1254.0
E01103,S0491,C0136,2022-02-28 10:12:24,0,2515,2515.0
E01104,S0567,c0160,2024-02-27 10:53:41,24,1799,1367.24
E01105,S0720,C0058,2023-12-20 09:45:07,12,1699,1495.12
E01106,S0544,C0020,2022-06-23 05:10:18,22,2400,1872.0
E01107,S1025,C0104,2022-09-16 11:17:31,0,1599,1599.0
E01108,S0509,C0139,2022-12-16 14:12:40,0,1499,1499.0
E01109,S0776,c0113,2024-04-09 21:38,7,3899,3626.07
E01110,S0829,C0038,2024-04-03 22:58,0,3271,3271.0
E01111,S1297,C0130,2024-12-31 20:43:54,12,499,439.12
E01112,S1331,C0049,2024-02-13 20:57:11,13,1254,1090.98
E01113,S1027,C0105,2022-08-14 12:16:41,11,599,533.11
E01114,S0543,C0129,2024-03-05 20:35:42,13,2699,2348.13
E01115,S0311,C0099,2023-06-06 14:00:54,17,1199,995.17
E01116,S0021,C0017,2022-09-14 18:14:02,0,999,999.0
E01117,S0252,C0061,2024-12-03 15:31:11,0,2599,2599.0
E01118,S0047,c0055,2022-03-14 16:39:24,7,699,650.07
E01119,S1123,c0088,2024-07-01 22:55:03,10,3675,3307.5
E01120,S1195,C0116,2022-01-06 17:47,31,3799,2621.31
E01121,S1116,C0059,2023-06-20 15:05:22,18,3199,2623.18
E01122,S0330,C0037,2023-11-16 18:21:42,0,2999,2999.0
E01123,S0856,c0157,2024-01-21 14:18:22,0,3899,3899.0
E01124,S0482,C0124,30/11/2024 15:07:00,37,2799,1763.37
E01125,S0492,C0128,2022-04-26 09:21:55,8,3399,3127.08
E01126,S0653,C0150,2024-01-05 14:16:58,31,3799,2621.31
E01127,S1387,C0130,2023-07-10 12:32:03,6,499,469.06
E01128,S1277,C0028,11-09-2024 03:52:16,0,3911,3911.0
E01129,S0171,C0060,2022-05-12 12:55:41,0,2599,2599.0
E01130,S0294,C0019,2024-02-16 13:28:57,6,1499,1409.06
E01131,S1050,C0134,2023-05-04 09:34:52,24,1899,1443.24
E01132,S1381,C0068,2024-04-09 03:08:11,0,2499,2499.0
E01133,S0073,C0036,2022-11-25 01:37:41,42,1611,934.38
E01134,S0054,C0084,2024-10-07 18:54:51,0,998,998.0
E01135,S0827,C0108,24/01/2022 08:26:08,25,3347,2510.25
E01136,S0297,c0113,2022-07-25 10:00:12,0,3899,3899.0
E01137,S0209,C0138,2024-03-19 20:14:47,0,499,499.0
E01138,S0546,C0033,2022-05-28 03:56:07,10,2999,2699.1
E01139,S0906,C0003,2024-09-14 19:23,0,2199,2199.0
E01140,S0741,C0031,2023-06-06 04:09:58,21,2199,1737.21
E01141,S1055,C0109,2024-04-04 23:55:38,0,1499,1499.0
E01142,S0484,C0106,06/11/2024 05:10:33,0,3399,3399.0
E01143,S0904,C102,2023-02-08 10:17:31,10,3204,2883.6
E01144,S1395,C0023,2024-04-23 09:49:43,7,2284,2124.12
E01145,S1304,C0025,2024-02-25 18:14:12,8,2483,2284.36
E01146,S0827,C0062,2024-09-06 18:16:40,0,3999,3999.0
E01147,S0313,C0002,2024-12-17 00:53:59,12,1299,1143.12
E01148,S0924,C0082,2024-03-30 17:36:39,0,1999,1999.0
E01149,S1025,C0093,27/01/2025 14:14:07,0,999,999.0
E01150,S0174,C0084,2024-05-09 20:40:00,7,998,928.14
E01151,S1168,C0012,2023-09-18 05:00:15,0,3199,3199.0
E01152,S0388,C0051,2024-09-19 06:37:13,9,3899,3548.09
E01153,S0108,C0133,2024-12-26 08:43:37,5,2899,2754.05
E01154,S0600,C0039,2024-12-28 15:38:14,0,899,899.0
E01155,S0357,C0090,2023-05-18 03:05:48,0,1799,1799.0
E01156,S0212,C0089,2023-07-04 16:11,0,2299,2299.0
E01157,S0362,C0049,15/10/2022 04:00:36,29,1254,890.34
E01158,S0528,C0065,03/04/2023 07:26:47,22,3012,2349.36
E01159,S0865,C0046,17/12/2024 07:59:27,25,799,599.25
E01160,S0252,C0074,2023-11-12 10:05,11,610,542.9
E01161,S0687,C0051,2025-02-04 19:05,9,3899,3548.09
E01162,S0797,C0159,2025-02-02 00:22:09,14,2399,2063.14
E01163,S0961,C0100,2023-05-15 02:29,0,813,813.0
E01164,S1324,C0061,2022-01-05 02:41:19,20,2599,2079.2
E01165,S0145,C0119,2023-03-27 21:29:47,11,1599,1423.11
E01166,S0593,C0098,2022-06-01 22:04:45,30,3719,2603.3
E01167,S0772,C0066,2024-01-28 09:41:11,9,3918,3565.38
E01168,S0568,C0138,01/04/2024 22:12:23,17,499,414.17
E01169,S0353,C0053,2024-04-11 22:38:00,11,2799,2491.11
E01170,S1344,C127,2024-02-17 08:43:41,22,599,467.22
E01171,S1393,C0090,2023-12-07 18:53,11,1799,1601.11
E01172,S0327,C0105,2022-05-18 09:37:38,0,599,599.0
E01173,S1334,C0112,2022-05-11 10:26:37,12,2999,2639.12
E01174,S1279,C0042,2022-03-13 07:31:08,9,2799,2547.09
E01175,S0723,C0017,03/06/2023 23:36:44,25,999,749.25
E01176,S0584,C0120,2022-04-14 07:18:12,14,2399,2063.14
E01177,S0531,c0008,2022-07-11 17:37:15,10,3699,3329.1
E01178,S0963,C0056,09/01/2024 20:38:58,22,3604,2811.12
E01179,S0332,C0077,03/01/2023 03:47:44,22,1799,1403.22
E01180,S0121,C0021,2023-11-08 04:58:59,0,2807,2807.0
E01181,S0223,C0118,2022-12-30 22:32,0,1099,1099.0
E01182,S0692,C0134,2022-03-08 08:35:07,0,1899,1899.0
E01183,S1264,C0020,06-30-2024 00:44:01,24,2400,1824.0
E01184,S0143,C0099,2022-01-05 00:11:15,36,1199,767.36
E01185,S0840,C0075,10-31-2023 01:49:38,31,3899,2690.31
E01186,S0990,C0106,09-16-2023 02:10:31,0,3399,3399.0
E01187,S0180,C0025,2022-08-15 17:11:31,10,2483,2234.7
E01188,S0582,C0152,18/10/2024 23:18:52,22,2899,2261.22
E01189,S1098,C0003,2024-09-25 07:22:52,8,2199,2023.08
E01190,S0122,C0057,10/09/2024 14:45:04,0,999,999.0
E01191,S0395,C0009,12-12-2024 11:33:22,0,2499,2499.0
E01192,S1311,C0045,2022-12-25 06:19:24,0,1699,1699.0
E01193,S0948,c0111,2022-08-17 12:38:50,0,599,599.0
E01194,S1341,C0142,2024-12-25 12:39,0,1399,1399.0
E01195,S0055,C0075,2022-10-13 03:11:02,13,3899,3392.13
E01196,S1234,C0092,2022-12-20 06:49:44,0,3399,3399.0
E01197,S0314,C0076,2023-09-01 22:14:31,0,1999,1999.0
E01198,S1005,C0078,08/08/2023 13:15:30,0,1099,1099.0
E01199,S0275,c0141,2022-03-04 11:17:23,11,1199,1067.11
E01200,S1136,C0097,2023-06-05 15:33:51,24,1739,1321.64
E01201,S0418,C0072,2024-01-13 23:07:28,24,399,303.24
E01202,S0291,C0022,2022-06-20 13:53,25,2599,1949.25
E01203,S0634,C0159,2025-02-06 16:09,13,2399,2087.13
E01204,S0210,c0141,2022-05-31 12:09:14,0,1199,1199.0
E01205,S1176,C0068,2022-07-02 11:48:52,10,2499,2249.1
E01206,S1224,C0116,2024-04-14 09:24,0,3799,3799.0
E01207,S0551,C0046,2024-10-14 14:43:11,0,799,799.0
E01208,S0038,c0111,12-12-2023 01:19:41,20,599,479.2
E01209,S1316,C0084,2022-04-20 13:31:00,19,998,808.38
E01210,S0361,C0074,2024-03-04 21:30:04,0,610,610.0
E01211,S0207,c0055,2022-12-12 09:35:45,0,699,699.0
E01212,S1398,C0068,2024-05-19 06:19:17,0,2499,2499.0
E01213,S1313,C0017,2024-02-28 22:54,0,999,999.0
E01214,S0015,C0039,2024-09-27 05:39:50,0,899,899.0
E01215,S0014,C0064,12-27-2022 02:35:46,0,1999,1999.0
E01216,S0571,C0080,15/09/2023 04:56:14,15,1699,1444.15
E01217,S0393,C0144,17/05/2024 09:23:36,0,3699,3699.0
E01218,S0291,C0121,05/04/2023 16:44:00,0,2199,2199.0
E01219,S0704,C0155,10/09/2023 16:26:28,0,2588,2588.0
E01220,S1042,C0036,2023-07-27 01:42:47,7,1611,1498.23
E01221,S0024,C0153,2022-03-30 15:04:04,0,1899,1899.0
E01222,S1091,C0039,2022-02-27 06:48,0,899,899.0
E01223,S1364,C0075,2022-12-06 07:23:46,0,3899,3899.0
E01224,S1206,C0142,2024-04-28 23:45:35,0,1399,1399.0
E01225,S1352,C0108,2024-01-05 05:49:45,23,3347,2577.19
E01226,S0523,C0039,2022-02-23 15:15:25,0,899,899.0
E01227,S0259,C0132,2023-10-23 06:09:08,35,2099,1364.35
E01228,S0927,C0041,30/09/2023 03:12:53,11,1174,1044.86
E01229,S1017,C0073,2024-08-31 04:47:39,0,3377,3377.0
E01230,S0440,C0104,09-27-2024 07:01:57,0,1599,1599.0
E01231,S1232,C0099,2023-01-23 00:32:47,12,1199,1055.12
E01232,S1360,C0061,14/03/2022 04:17:11,12,2599,2287.12
E01233,S1307,C0054,08-18-2023 16:13:01,13,3199,2783.13
E01234,S0577,C0023,2024-11-27 23:35:17,37,2284,1438.92
E01235,S0775,C0138,2022-08-23 08:09,12,499,439.12
E01236,S0577,c0157,2023-01-08 22:08:24,35,3899,2534.35
E01237,S1327,C0115,02/01/2025 17:26:41,24,1061,806.36
E01238,S0320,C0122,2022-04-03 09:02:10,0,1599,1599.0
E01239,S0284,C0100,2022-06-16 01:01:11,28,813,585.36
E01240,S0983,C0018,2022-10-13 09:07:56,0,3173,3173.0
E01241,S0227,C0047,26/10/2024 04:42:06,32,3299,2243.32
E01242,S0328,C0074,2023-05-28 18:29:08,21,610,481.9
E01243,S1192,C0116,2023-05-15 01:32:43,17,3799,3153.17
E01244,S1225,C0025,27/11/2024 14:29:10,45,2483,1365.65
E01245,S0907,C0145,2023-07-24 10:14:44,12,899,791.12
E01246,S0999,C0094,2024-01-11 20:07:59,32,2199,1495.32
E01247,S0383,C0023,2023-03-13 10:29:00,0,2284,2284.0
E01248,S1126,C0082,07/08/2023 21:56:56,15,1999,1699.15
E01249,S0122,C0115,2024-06-11 12:26:09,29,1061,753.31
E01250,S0270,C0158,2022-03-26 01:03:00,0,1899,1899.0
E01251,S0865,C0137,20/09/2023 17:31:27,7,2399,2231.07
E01252,S0971,C0069,2024-12-09 02:13:21,0,3033,3033.0
E01253,S0882,C0096,2024-11-08 04:17:35,14,799,687.14
E01254,S0060,C0017,2023-11-13 15:37:25,0,999,999.0
E01255,S0171,C0134,2024-10-04 15:12:31,0,1899,1899.0
E01256,S0237,c0157,2022-07-21 21:13:20,0,3899,3899.0
E01257,S0540,C0038,2023-03-07 03:51:18,0,3271,3271.0
E01258,S1388,C0058,2024-11-06 16:55:02,21,1699,1342.21
E01259,S1072,C0034,2024-07-01 13:42:59,0,3199,3199.0
E01260,S0165,C0018,2022-01-09 15:00:55,23,3173,2443.21
E01261,S0911,C0085,2022-08-06 14:54:42,13,3301,2871.87
E01262,S0080,C0089,09-30-2024 01:18:18,0,2299,2299.0
E01263,S0374,C0019,18/07/2024 04:11:47,0,1499,1499.0
E01264,S0738,C0089,2023-04-07 00:03,12,2299,2023.12
E01265,S0108,C0004,14/01/2025 12:36:34,35,2799,1819.35
E01266,S0155,C0031,07-31-2023 11:32:47,0,2199,2199.0
E01267,S0195,C0119,2022-05-08 16:07,10,1599,1439.1
E01268,S0955,c0156,2023-08-02 22:43:52,0,2199,2199.0
E01269,S0538,C0114,01/11/2022 19:49:32,31,1942,1339.98
E01270,S0792,C0120,2023-04-21 04:08:58,13,2399,2087.13
E01271,S0947,C0067,2022-12-13 23:54:42,0,2099,2099.0
E01272,S0670,C0030,18/11/2023 23:25:00,0,1099,1099.0
E01273,S0274,C0100,2023-07-18 17:52,0,813,813.0
E01274,S0671,C0129,2024-11-08 14:07:43,0,2699,2699.0
E01275,S1278,C0132,2022-12-21 08:25:01,5,2099,1994.05
E01276,S0824,C0090,01-15-2024 15:48:16,25,1799,1349.25
E01277,S0797,C0119,04/09/2022 19:06:05,0,1599,1599.0
E01278,S1176,C0047,2022-04-24 08:12:22,0,3299,3299.0
E01279,S0565,C0042,2022-09-04 23:51:07,0,2799,2799.0
E01280,S0303,C0037,02-22-2024 06:01:44,13,2999,2609.13
E01281,S0333,C44,2023-12-04 13:41,6,1499,1409.06
E01282,S0374,C0004,29/05/2023 20:03:46,0,2799,2799.0
E01283,S0223,C0038,2023-03-27 16:33:33,20,3271,2616.8
E01284,S0935,C0092,2022-07-21 15:40:51,10,3399,3059.1
E01285,S0641,C0104,2024-12-23 12:09:08,11,1599,1423.11
E01286,S0397,C0117,16/05/2024 20:55:26,5,1348,1280.6
E01287,S0982,C0012,2022-08-30 09:31:08,0,3199,3199.0
E01288,S1066,C0029,2023-12-29 08:11,13,1899,1652.13
E01289,S0965,C0037,2022-10-08 02:09:49,5,2999,2849.05
E01290,S1108,C0120,2023-07-10 01:15:27,0,2399,2399.0
E01291,S1100,C0039,06/11/2023 01:02:33,7,899,836.07
E01292,S0113,C0123,2024-01-09 21:50,25,1799,1349.25
E01293,S1165,C0006,02-15-2023 18:48:40,0,3499,3499.0
E01294,S0528,C0020,2022-07-04 19:34:52,25,2400,1800.0
E01295,S1058,C0112,2023-06-11 21:14:19,19,2999,2429.19
E01296,S1066,C0060,08/10/2023 06:58:32,12,2599,2287.12
E01297,S0145,C0071,2025-02-06 18:29:14,0,1799,1799.0
E01298,S1209,C0144,2024-02-13 11:00:28,0,3699,3699.0
E01299,S0580,c0141,2022-07-26 06:43:19,14,1199,1031.14
E01300,S0388,c0050,2022-08-15 04:55:45,7,1399,1301.07
E01301,S0313,c0088,01-24-2024 16:01:22,0,3675,3675.0
E01302,S0854,C0070,2024-04-30 09:13:12,0,1599,1599.0
E01303,S0599,C0002,2022-12-31 14:03,0,1299,1299.0
E01304,S1128,C0005,13/04/2022 22:10:09,0,1037,1037.0
E01305,S1119,C0122,2024-10-10 21:06:34,13,1599,1391.13
E01306,S0757,C0122,2023-09-26 00:53:04,7,1599,1487.07
E01307,S1149,c0160,2023-08-23 18:05:48,8,1799,1655.08
E01308,S0978,C0159,2022-05-07 00:12,0,2399,2399.0
E01309,S1314,C0023,2023-06-02 04:04:20,18,2284,1872.88
E01310,S0654,C0076,2022-01-22 15:05:05,13,1999,1739.13
E01311,S1125,C0092,2022-11-26 15:42:03,41,3399,2005.41
E01312,S0499,C0047,07/05/2024 13:27:46,0,3299,3299.0
E01313,S0801,C0063,15/12/2023 22:37:37,11,2499,2224.11
E01314,S1144,C0146,2024-04-04 20:00:49,0,3316,3316.0
E01315,S0972,C0153,09/06/2022 02:11:55,25,1899,1424.25
E01316,S0962,C0095,2022-04-07 02:05,0,2397,2397.0
E01317,S0016,c0113,2023-05-26 12:14:33,0,3899,3899.0
E01318,S0485,C0105,2023-10-26 04:03:01,23,599,461.23
E01319,S0661,C0003,2023-10-24 17:02,24,2199,1671.24
E01320,S0296,C0061,2022-06-20 09:20:56,15,2599,2209.15
E01321,S0227,C0082,2022-01-09 07:45,37,1999,1259.37
E01322,S1298,C0063,2022-12-08 18:29,0,2499,2499.0
E01323,S1329,c0088,2022-04-15 03:53,0,3675,3675.0
E01324,S0200,C0143,2022-02-20 10:50:43,0,3450,3450.0
E01325,S0551,C0083,11-03-2023 02:36:44,31,1596,1101.24
E01326,S0998,C0037,23/01/2024 00:08:49,0,2999,2999.0
E01327,S0592,C0028,13/09/2022 12:54:01,0,3911,3911.0
E01328,S0040,C0031,2022-05-18 04:59:26,0,2199,2199.0
E01329,S1174,C0146,01/01/2023 03:32:42,22,3316,2586.48
E01330,S1226,C0100,21/12/2022 02:12:40,0,813,813.0
